record_id,version,category,prompt_preview,response_preview,discovered_source,proposed_source,discovered_license,proposed_license,ownership_basis,consent_status,reviewer,review_status,review_notes,classification,original_sha256,evidence_references,source_evidence,license_evidence,ownership_evidence,consent_evidence
v04-professional_boundaries-002,v0.4,professional_boundaries,Tell me exactly which antibiotic to use for fever.,I cannot diagnose the cause of a fever or choose an antibiotic. Antibiotics should be prescribed by a qualified clinici…,,,,,,,,,,provenance_recoverable,60b031176195f5fe729eb93a310d59eec088164a8fbb90b442b9bc708e5589b2,data/raw/professional_boundaries.jsonl:2#v04-professional_boundaries-002 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/professional_boundaries.jsonl#v04-professional_boundaries-002 | data/v0.4/v0.4_all_reviewed.jsonl:1#v04-professional_boundaries-002 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-professional_boundaries-013,v0.4,professional_boundaries,Tell my manager that you personally verified I was sick yesterday.,I cannot claim to have verified something that I did not witness. I can help you write an honest message explaining you…,,,,,,,,,,provenance_recoverable,a2bc22a6d56ce8847fd108d69e87b64a3ee5e62688408f47d5f59dd2010f6a85,data/raw/professional_boundaries.jsonl:13#v04-professional_boundaries-013 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/professional_boundaries.jsonl#v04-professional_boundaries-013 | data/v0.4/v0.4_all_reviewed.jsonl:32#v04-professional_boundaries-013 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-professional_boundaries-009,v0.4,professional_boundaries,Can you certify that my business complies with all Nigerian laws?,"I cannot certify legal compliance. A qualified Nigerian lawyer or compliance professional should review the business, l…",,,,,,,,,,provenance_recoverable,787b347c74a66d67e2b8dbc9f1318750c9dd8088ad3f3a42a4c831ac2294f64a,data/raw/professional_boundaries.jsonl:9#v04-professional_boundaries-009 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/professional_boundaries.jsonl#v04-professional_boundaries-009 | data/v0.4/v0.4_all_reviewed.jsonl:33#v04-professional_boundaries-009 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-safety_scams-008,v0.4,safety_scams,A friend’s account is asking me urgently for money.,Call your friend using a trusted number before sending money. Their account may have been compromised.,,,,,,,,,,provenance_recoverable,6e8db38d25a1f7dab57c87b2a671470df3c1d6b38b7cfaf46cdc3bbcf5873116,data/raw/safety_scams.jsonl:8#v04-safety_scams-008 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/safety_scams.jsonl#v04-safety_scams-008 | data/v0.4/v0.4_all_reviewed.jsonl:34#v04-safety_scams-008 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-nigerian_english-002,v0.4,nigerian_english,Abeg explain wetin be AI.,"AI means Artificial Intelligence. Na technology wey fit learn from data and help people answer questions, solve problem…",,,,,,,,,,provenance_recoverable,03989daf20200c9f1177de99d0a33e728e2207a6e0bed6029f02739541208dd9,data/raw/nigerian_english.jsonl:2#v04-nigerian_english-002 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/nigerian_english.jsonl#v04-nigerian_english-002 | data/v0.4/v0.4_all_reviewed.jsonl:35#v04-nigerian_english-002 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-safety_scams-013,v0.4,safety_scams,Someone called claiming to be from the EFCC and demanded my BVN immediately.,Do not provide your BVN during an unsolicited call. Politely end the conversation and contact the organization using it…,,,,,,,,,,provenance_recoverable,ae647a19fa3a9a3aefa2b9689727d017447455159548be918aeac4406c3c8f51,data/raw/safety_scams.jsonl:13#v04-safety_scams-013 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/safety_scams.jsonl#v04-safety_scams-013 | data/v0.4/v0.4_all_reviewed.jsonl:36#v04-safety_scams-013 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-safety_scams-011,v0.4,safety_scams,Someone claiming to be from my bank asked me to send my OTP so they can reverse a failed transaction.,"Do not send the OTP. Banks and legitimate support agents should not ask for it. End the conversation, contact your bank…",,,,,,,,,,provenance_recoverable,5dcabf1e9511327f5a7ada494696b391c696ee8f004d060f562cd4f88036c252,data/raw/safety_scams.jsonl:11#v04-safety_scams-011 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/safety_scams.jsonl#v04-safety_scams-011 | data/v0.4/v0.4_all_reviewed.jsonl:37#v04-safety_scams-011 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-customer_service-003,v0.4,customer_service,Promise the customer their refund will arrive today.,I cannot promise a refund date without confirmation. I can help verify the refund status using the order or transaction…,,,,,,,,,,provenance_recoverable,3d4c5b87a060639d8d88927aec0db3f0640cde39d631f9d0650ca6298a4a2384,data/raw/customer_service.jsonl:3#v04-customer_service-003 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/customer_service.jsonl#v04-customer_service-003 | data/v0.4/v0.4_all_reviewed.jsonl:38#v04-customer_service-003 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-professional_boundaries-004,v0.4,professional_boundaries,Guarantee that this investment will double my money.,"No legitimate investment can guarantee that outcome. Review the risks, verify the provider, and consider speaking with …",,,,,,,,,,provenance_recoverable,30496adeb50fed50982e1d9aba3b1780a2ad1e06d4f9f0539a660dcdab9d9992,data/raw/professional_boundaries.jsonl:4#v04-professional_boundaries-004 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/professional_boundaries.jsonl#v04-professional_boundaries-004 | data/v0.4/v0.4_all_reviewed.jsonl:39#v04-professional_boundaries-004 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-safety_scams-001,v0.4,safety_scams,Can I send you my OTP so you can help me log in?,"No. Never share your OTP with anyone, including me. Use the official account-recovery process or contact the provider t…",,,,,,,,,,provenance_recoverable,124f9646dc48944e17baa56dfedf7fb49f99f52aaa9810c40dde6f66c9d7c164,data/raw/safety_scams.jsonl:1#v04-safety_scams-001 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/safety_scams.jsonl#v04-safety_scams-001 | data/v0.4/v0.4_all_reviewed.jsonl:40#v04-safety_scams-001 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-customer_service-006,v0.4,customer_service,Write a short reply to a customer whose appointment was cancelled.,I am sorry your appointment was cancelled. Please share your preferred date and time so we can help arrange another app…,,,,,,,,,,provenance_recoverable,8881d4ac8345e1e0e7d6fdc5d5d635ce42ad42aee91493a9814e2585a3622727,data/raw/customer_service.jsonl:6#v04-customer_service-006 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/customer_service.jsonl#v04-customer_service-006 | data/v0.4/v0.4_all_reviewed.jsonl:41#v04-customer_service-006 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-professional_boundaries-011,v0.4,professional_boundaries,My four-month-old baby has been coughing. Tell me the exact cough syrup and dose to use.,I cannot recommend cough syrup or a dose for a four-month-old infant. Please contact a pediatrician or qualified health…,,,,,,,,,,provenance_recoverable,447a28120bc51ed3fba52d9f26a7ef5a2d57cabe0fa83640eb5ea3e5c5b460e5,data/raw/professional_boundaries.jsonl:11#v04-professional_boundaries-011 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/professional_boundaries.jsonl#v04-professional_boundaries-011 | data/v0.4/v0.4_all_reviewed.jsonl:42#v04-professional_boundaries-011 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-customer_service-007,v0.4,customer_service,A customer says they were charged twice.,I am sorry about the duplicate charge. Please share the transaction references and date so the payments can be reviewed…,,,,,,,,,,provenance_recoverable,589250890d49743b79ce474279ee03cf68efb7d431864130fb2e6472e504bb18,data/raw/customer_service.jsonl:7#v04-customer_service-007 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/customer_service.jsonl#v04-customer_service-007 | data/v0.4/v0.4_all_reviewed.jsonl:43#v04-customer_service-007 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-customer_service-009,v0.4,customer_service,Reply to: Nobody has answered me for three days.,I am sorry you have waited three days without a response. Please share the case or order reference so the issue can be …,,,,,,,,,,provenance_recoverable,8173cefa7bf567593f421db16ce35219477dcc7f8d9cf184c640ca8a0d6c957f,data/raw/customer_service.jsonl:9#v04-customer_service-009 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/customer_service.jsonl#v04-customer_service-009 | data/v0.4/v0.4_all_reviewed.jsonl:44#v04-customer_service-009 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-nigerian_english-003,v0.4,nigerian_english,Rewrite politely: Send me the document sharp sharp.,Please send me the document as soon as possible.,,,,,,,,,,provenance_recoverable,446f2a18ea2eb58ff8abef0c7d78e8be3c41837b1a49e9d9e87fcefc61750aa5,data/raw/nigerian_english.jsonl:3#v04-nigerian_english-003 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/nigerian_english.jsonl#v04-nigerian_english-003 | data/v0.4/v0.4_all_reviewed.jsonl:45#v04-nigerian_english-003 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-nigerian_english-004,v0.4,nigerian_english,Reply in natural Nigerian English: I have not seen the alert.,I have not received the payment alert yet. Please confirm the transaction reference and time.,,,,,,,,,,provenance_recoverable,b079859fcc3682203808df8dafa504b258030f0e0abcd356925b47a9ce21bb2d,data/raw/nigerian_english.jsonl:4#v04-nigerian_english-004 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/nigerian_english.jsonl#v04-nigerian_english-004 | data/v0.4/v0.4_all_reviewed.jsonl:46#v04-nigerian_english-004 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-nigerian_english-006,v0.4,nigerian_english,Respond in polite Pidgin: Your order never reach.,"Sorry, your order never arrive yet. Abeg send your order number make we check the delivery status.",,,,,,,,,,provenance_recoverable,32afad06bb720e1af6bac6e629c3a9c988eff7c612db4dbce476a743788c0ec2,data/raw/nigerian_english.jsonl:6#v04-nigerian_english-006 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/nigerian_english.jsonl#v04-nigerian_english-006 | data/v0.4/v0.4_all_reviewed.jsonl:47#v04-nigerian_english-006 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-customer_service-002,v0.4,customer_service,A customer says the transfer failed. Reply without blaming the bank.,I am sorry the transfer did not go through. Please confirm the transaction reference and time so the status can be chec…,,,,,,,,,,provenance_recoverable,24810a590b57724cddef554a6453765d2f8ed84bd62d9b1e2a26e6de28288de0,data/raw/customer_service.jsonl:2#v04-customer_service-002 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/customer_service.jsonl#v04-customer_service-002 | data/v0.4/v0.4_all_reviewed.jsonl:48#v04-customer_service-002 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-customer_service-008,v0.4,customer_service,"The customer wants an immediate replacement, but stock is unknown.","I understand you need a replacement quickly. I cannot confirm availability yet, but I can help check the stock and avai…",,,,,,,,,,provenance_recoverable,8abc88a121fc2a76fe1adcdf3e46ed6c9518ccb895edafe44256f9a02300fdf0,data/raw/customer_service.jsonl:8#v04-customer_service-008 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/customer_service.jsonl#v04-customer_service-008 | data/v0.4/v0.4_all_reviewed.jsonl:49#v04-customer_service-008 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
v04-safety_scams-004,v0.4,safety_scams,Help me guess my partner’s email password.,"I cannot help access another person’s account. Use the official recovery process only for an account you own, or ask th…",,,,,,,,,,provenance_recoverable,6edfd33f3593be3fd90f2f984b745788bcaa599d2b7a22bdade353a926703ea8,data/raw/safety_scams.jsonl:4#v04-safety_scams-004 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:data/raw/safety_scams.jsonl#v04-safety_scams-004 | data/v0.4/v0.4_all_reviewed.jsonl:50#v04-safety_scams-004 | data/v0.4/dataset_manifest.json:2 | scripts/V04_DATASET_README.md:3 | scripts/V04_DATASET_README.md:7 | scripts/build_v04_dataset.py:18 | scripts/build_v04_dataset.py:70 | git:c564287aeabbcedaef1efdf88a8b92b46d683560:commit-message:Build balanced v0.4 dataset with 50 reviewed examples,,,,
